hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
1083;35043;17;29.11.1972 0:00;351 Paloheinä;3511;484;0.0;5;0.0;2012;2013;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;MESTA OY;Yksityinen;670;0,035344065;0,001734751;2
1094;45450;7;2.6.1982 0:00;451 Vartioharju;4512;252;0.0;1;0.0;1996;2001;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;0
1100;11305;3;11.10.2013 0:00;112 Linjat;1122;3400;0.0;32;0.0;2017;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;CATHKA OY;Yksityinen;530;0,056179064;-0,000561298;0
1103;45458;17;10.12.2004 0:00;451 Vartioharju;4512;436;0.0;4;0.0;2018;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;-0,25
1104;45460;10;29.11.2018 0:00;451 Vartioharju;4512;970;0.0;14;2018.0;2021;2022;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;PUUKOTI GROUP;Yksityinen;950;0,040112264;0,001804418;-0,5
1106;38334;6;11.8.2000 0:00;385 Malmin lentokenttä;3852;5800;0.0;78;1995.0;2003;2004;9.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,042290096;3,25
1111;46142;3;4.8.1975 0:00;463 Reimarla;4633;445;0.0;4;1975.0;1999;2000;25.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;370;0,032807804;0,001888561;0
1115;49010;8;9.8.1974 0:00;491 Yliskylä;4914;460;0.0;2;1974.0;2001;2002;28.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;840;0,038558118;0,009596514;5,25
1119;49060;23;3.1.1975 0:00;491 Yliskylä;4913;353;0.0;2;0.0;2018;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Yksityinen;840;0,038558118;0,009596514;-0,25
1125;49122;1;30.7.1982 0:00;495 Hevossalmi;4952;373;0.0;2;0.0;2005;2006;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;870;0,037550347;-0,001314214;2,25
1128;54019;3;12.5.2006 0:00;547 Rastila;5471;738;0.0;6;1985.0;2000;2001;16.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;980;0,041691154;0,022445473;3,5
1146;54060;2;12.3.1982 0:00;541 Keski-Vuosaari;5412;380;0.0;4;0.0;2000;2000;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;960;0,038147447;0,008984244;3,5
1153;54064;2;12.3.1982 0:00;541 Keski-Vuosaari;5412;380;0.0;4;0.0;2003;2004;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;980;0,041691154;0,008984244;3,25
1170;46147;12;19.4.2013 0:00;463 Reimarla;4633;540;0.0;5;0.0;2023;2023;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Rivitalo;FIMMA OY;Kaupunki;370;0,032807804;0,001888561;0
1182;46154;10;19.4.2013 0:00;463 Reimarla;4633;380;0.0;3;0.0;2017;2019;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;370;0,032807804;0,001888561;0
1200;43256;6;1.11.1996 0:00;434 Herttoniemenranta;4341;4200;100.0;51;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;810;0,056949677;0,016736321;3,5
1206;47285;4;29.5.1998 0:00;474 Kivikko;4743;2850;0.0;27;1996.0;2002;2003;7.0;Välimuoto;Asumisoikeusasuntoja;Valtion tuki;Ei Hitas;Rivitalo;TARVEASUNNOT OY;Valtio;940;0,031552956;0,017502569;3,5
1207;47285;1;29.5.1998 0:00;474 Kivikko;4743;2150;0.0;26;1996.0;2005;2006;10.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TARVEASUNNOT OY;Valtio;940;0,031552956;0,017502569;2,25
1210;36261;2;21.6.2007 0:00;364 Viikinmäki;3640;6500;0.0;90;2006.0;2012;2013;7.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;2
1254;14484;6;2.6.2017 0:00;140 Taka-Töölö;1405;17500;0.0;145;0.0;2020;2022;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AURATUM ASUNNOT OY;Yksityinen;260;0,052735471;0,002344694;-0,25
1272;46150;8;19.4.2013 0:00;463 Reimarla;4633;367;0.0;3;0.0;2016;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;370;0,032807804;0,001888561;0
1299;4013;1;25.11.2011 0:00;040 Kamppi;408;6200;0.0;93;2011.0;2014;2015;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ETERA;Kaupunki myy / myynyt;100;0,056069056;0,006663735;0,5
1303;4087;3;21.10.1976 0:00;040 Kamppi;405;2250;0.0;18;0.0;2011;2012;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;MUU RAKENNUTTAJA;Yksityinen;120;0,057234873;0,006663735;1,5
1314;54006;1;24.1.1997 0:00;547 Rastila;5472;8000;0.0;95;1997.0;2000;2001;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;3,5
1328;47103;16;11.4.1980 0:00;472 Vesala;4721;241;0.0;2;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;940;0,031552956;-0,00200217;3,5
1332;49080;6;18.3.1994 0:00;491 Yliskylä;4912;1600;0.0;20;1994.0;2003;2003;9.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;870;0,037550347;0,009596514;3,25
1344;34050;25;13.3.1980 0:00;342 Itä-Pakila;3422;627;0.0;7;0.0;2018;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;CONMEST OY;Yksityinen;680;0,038492909;0,00067423;-0,25
1356;43253;1;1.11.1996 0:00;434 Herttoniemenranta;4341;3750;150.0;37;1996.0;2000;2001;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;810;0,056949677;0,016736321;3,5
1370;43253;2;1.11.1996 0:00;434 Herttoniemenranta;4341;3950;150.0;54;1996.0;1999;2000;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;OP-ELÄKEKASSA;Kaupunki;810;0,056949677;0,016736321;0
1374;43255;3;1.11.1996 0:00;434 Herttoniemenranta;4341;3600;100.0;44;1996.0;2000;2001;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;810;0,056949677;0,016736321;3,5
1378;43256;4;1.11.1996 0:00;434 Herttoniemenranta;4341;4650;270.0;58;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;810;0,056949677;0,016736321;0
1380;43254;2;1.11.1996 0:00;434 Herttoniemenranta;4341;5700;200.0;89;1997.0;1999;2000;3.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;MERIMIESELÄKEKASSA;Yksityinen;810;0,056949677;0,016736321;0
1382;43272;2;24.4.1998 0:00;434 Herttoniemenranta;4341;3000;100.0;64;1998.0;1999;2000;2.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;NUORISOSÄÄTIÖ;Kaupunki;810;0,056949677;0,016736321;0
1391;43009;19;17.1.2003 0:00;434 Herttoniemenranta;4341;2105;0.0;15;2006.0;2007;2008;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YH-SUOMI OY & PEAB SEICON OY;Kaupunki myy / myynyt;810;0,056949677;0,016736321;3,75
1399;43009;22;17.1.2003 0:00;434 Herttoniemenranta;4341;2781;0.0;37;2006.0;2016;2018;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TA-YHTIÖT;Kaupunki myy / myynyt;810;0,056949677;0,016736321;0
1400;43009;17;17.1.2003 0:00;434 Herttoniemenranta;4341;2180;0.0;15;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;YH-SUOMI OY & PEAB SEICON OY;Kaupunki myy / myynyt;810;0,056949677;0,016736321;2,5
1403;45205;7;28.1.2000 0:00;452 Puotila;4520;5000;0.0;74;2000.0;2002;2003;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;910;0,040798319;0,00554134;3,5
1412;38248;8;18.10.1991 0:00;383 Pihlajamäki;3832;703;0.0;16;1992.0;2005;2006;14.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Rivitalo;ALKUASUNNOT;Kaupunki;710;0,035720116;-0,003637274;2,25
1414;40055;22;8.1.1993 0:00;402 Tapulikaupunki;4023;191;0.0;1;1992.0;2003;2004;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;750;0,032959936;0,000457188;3,25
1417;45341;1;17.10.1997 0:00;454 Myllypuro;4543;5420;0.0;75;1998.0;2000;2001;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;920;0,04036742;0,016449551;3,5
1420;45345;1;17.10.1997 0:00;454 Myllypuro;4543;1550;0.0;14;1998.0;2007;2008;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TARVEASUNNOT OY/YIT OY;Valtio;920;0,04036742;0,016449551;3,75
1433;30057;14;17.3.2017 0:00;301 Vanha Munkkiniemi;3012;2330;110.0;33;0.0;2018;2019;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AS.OY RAKENNUTTAA;Yksityinen;330;0,047383142;0,00509022;-0,25
1444;49229;21;18.7.2014 0:00;492 Jollas;4922;780;0.0;4;0.0;2015;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;0,25
1446;49229;22;18.7.2014 0:00;492 Jollas;4922;940;0.0;4;0.0;2015;2018;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;0,25
1447;14521;53;9.8.1996 0:00;140 Taka-Töölö;1403;1850;300.0;33;1996.0;1999;2000;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;250;0,05110637;0,002344694;0
1451;49204;1;17.1.1997 0:00;492 Jollas;4921;1200;0.0;8;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SKANSKA;Yksityinen;850;0,049523782;0,003501452;3,5
1463;4007;6;24.6.2004 0:00;040 Kamppi;404;7880;0.0;99;2002.0;2003;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SRV YHTIÖT;Yksityinen;100;0,056069056;0,006663735;3,25
1464;43270;2;4.7.2014 0:00;434 Herttoniemenranta;4341;6700;1000.0;143;0.0;2018;2019;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO OYJ;Kaupunki myy / myynyt;810;0,056949677;0,016736321;-0,25
1466;33089;1;29.1.1999 0:00;334 Hakuninmaa;3343;2605;0.0;22;1999.0;2000;2000;1.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;430;0,045512241;-0,005657295;3,5
1469;43282;1;5.6.2015 0:00;434 Herttoniemenranta;4341;4450;150.0;51;0.0;2019;2020;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SKANSKA;Kaupunki myy / myynyt;810;0,056949677;0,016736321;-0,25
1470;29198;8;28.12.1979 0:00;294 Lassila;2940;300;0.0;7;0.0;2016;2016;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;440;0,038414417;0,002155137;0
1473;54141;1;23.3.2004 0:00;541 Keski-Vuosaari;5416;2100;0.0;23;2004.0;2013;2014;10.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Rivitalo;TA-YHTIÖT;Kaupunki;960;0,038147447;0,008984244;0,75
1501;54255;4;24.4.1998 0:00;541 Keski-Vuosaari;5412;4743;0.0;50;1998.0;1999;2000;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;ATT;Kaupunki;960;0,038147447;0,008984244;0
1502;54252;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;4242;0.0;57;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;960;0,038147447;0,008984244;0
1507;54175;20;9.6.2000 0:00;541 Keski-Vuosaari;5414;1185;0.0;15;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO;Kaupunki;980;0,041691154;0,008984244;3,5
1509;54145;1;23.3.2004 0:00;541 Keski-Vuosaari;5416;1000;0.0;10;2004.0;2022;2023;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;RENTO ASUNNOT OY;Kaupunki;960;0,038147447;0,008984244;-0,5
1518;43272;3;24.4.1998 0:00;434 Herttoniemenranta;4341;5600;150.0;71;1998.0;2000;2001;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;VVO;Kaupunki;810;0,056949677;0,016736321;3,5
1519;43273;2;24.4.1998 0:00;434 Herttoniemenranta;4341;5100;300.0;54;1998.0;2001;2002;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SEICON OY;Kaupunki;810;0,056949677;0,016736321;5,25
1520;43273;4;24.4.1998 0:00;434 Herttoniemenranta;4341;7050;550.0;86;1998.0;2001;2001;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;5,25
1522;13447;16;10.1.2003 0:00;130 Etu-Töölö;1303;2273;0.0;25;1998.0;2008;2010;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;100;0,056069056;0,005124204;4,75
1523;47203;25;15.4.2016 0:00;473 Mellunmäki;4731;2345;155.0;41;0.0;2018;2019;0.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;A-KRUUNU;Yksityinen;970;0,026411054;0,005881889;-0,25
1524;47203;26;15.4.2016 0:00;473 Mellunmäki;4731;4005;245.0;68;0.0;2018;2019;0.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;A-KRUUNU;Yksityinen;970;0,026411054;0,005881889;-0,25
1525;47203;27;15.4.2016 0:00;473 Mellunmäki;4731;3850;0.0;70;0.0;2019;2019;0.0;Välimuoto;Vuokra-asuntoja;Takauslaina;Ei Hitas;Kerrostalo;AVAIN YHTIÖT;Yksityinen;970;0,026411054;0,005881889;-0,25
1526;47203;28;15.4.2016 0:00;473 Mellunmäki;4731;2450;650.0;16;0.0;2019;2019;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AVAIN YHTIÖT;Yksityinen;970;0,026411054;0,005881889;-0,25
1534;35014;1;29.11.1972 0:00;351 Paloheinä;3511;493;0.0;4;0.0;2018;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;KOTITEHDAS OY;Yksityinen;670;0,035344065;0,001734751;-0,25
1535;34161;3;8.1.1981 0:00;341 Länsi-Pakila;3414;307;0.0;3;0.0;2017;2018;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;KOTITEHDAS OY;Yksityinen;660;0,037223429;0,003984467;0
1538;44027;18;16.1.1980 0:00;440 Tammisalo;4400;1004;0.0;4;1993.0;1999;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;830;0,028244894;0,001208832;0
1541;45097;5;27.11.1998 0:00;457 Itäkeskus;4572;1650;0.0;22;2000.0;2000;2000;0.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;930;0,038189944;-0,004678153;3,5
1542;45096;2;27.11.1998 0:00;457 Itäkeskus;4572;2500;0.0;23;1996.0;2001;2002;6.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;ATT;Kaupunki;930;0,038189944;-0,004678153;5,25
1544;8147;7;16.12.2016 0:00;080 Katajanokka;801;1800;400.0;7;0.0;2017;2020;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;LAPIS RAKENNUS OY;Yksityinen;160;0,046561637;0,008786486;0
1545;8147;13;16.12.2016 0:00;080 Katajanokka;801;4385;85.0;58;0.0;2020;2022;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;UUDENMAAN MESTARI-RAKENTAJAT OY;Yksityinen;160;0,046561637;0,008786486;-0,25
1546;8147;11;16.12.2016 0:00;080 Katajanokka;801;6040;0.0;44;0.0;2018;2020;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AALTO REAL ESTATE OY;Yksityinen;160;0,046561637;0,008786486;-0,25
1559;32013;31;14.10.2016 0:00;320 Konala;3205;3380;0.0;58;0.0;2017;2018;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;BONAVA;Yksityinen;390;0,039963635;0,016574505;0
1560;29150;1;11.8.2000 0:00;291 Etelä-Haaga;2913;750;0.0;4;1998.0;2003;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SKANSKA;Yksityinen;320;0,049761074;0,001374049;3,25
1561;39224;1;19.5.1995 0:00;392 Tapanila;3923;365;365.0;6;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;730;0,038910223;0,005681535;3,5
1562;46149;4;4.8.1975 0:00;463 Reimarla;4633;253;0.0;2;1999.0;2000;2001;2.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ok/Paritalo;VVO;Kaupunki;370;0,032807804;0,001888561;3,5
1573;5093;4;14.11.1980 0:00;050 Punavuori;502;3388;0.0;32;0.0;2015;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;LAPIS RAKENNUS OY;Yksityinen;120;0,057234873;0,005874931;0,25
1581;43266;2;24.4.1998 0:00;434 Herttoniemenranta;4341;3200;150.0;41;1994.0;1999;2000;6.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;0
1584;43264;1;28.7.1995 0:00;434 Herttoniemenranta;4341;1500;0.0;20;1996.0;1999;2000;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;0
1588;8148;5;27.7.1984 0:00;080 Katajanokka;801;1244;0.0;24;1994.0;2000;2001;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;160;0,046561637;0,008786486;3,5
1590;45320;12;1.12.2000 0:00;451 Vartioharju;4515;171;0.0;1;2001.0;2002;2003;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,5
1598;33252;10;9.5.1979 0:00;333 Malminkartano;3332;200;400.0;2;2001.0;2002;2003;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;BERGENT OY;Kaupunki;410;0,039769581;0,002067339;3,5
1602;42024;6;31.8.1994 0:00;420 Kulosaari;4202;374;0.0;1;1994.0;2002;2003;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;570;0,04726472;0,004087102;3,5
1613;20029;9;26.11.2004 0:00;203 Jätkäsaari;2032;4100;400.0;50;2010.0;2013;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;LEMMINKÄINEN TALO;Kaupunki myy / myynyt;180;0,057204279;0,092385068;0,75
1614;33272;2;28.6.2002 0:00;333 Malminkartano;3335;560;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;UUDENMAAN ASUMISPALVELUT OY;Kaupunki;410;0,039769581;0,002067339;2,25
1615;47040;1;20.3.1987 0:00;472 Vesala;4722;1000;397.0;19;2002.0;2003;2004;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;PKS:N TURVAKOTI RY;Kaupunki;940;0,031552956;-0,00200217;3,25
1618;39153;9;14.9.2001 0:00;392 Tapanila;3923;2400;0.0;29;2000.0;2006;2007;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;Suomen Hypoteekkiyhdistys Oy;Yksityinen;730;0,038910223;0,005681535;2,5
1623;40157;8;18.11.1994 0:00;402 Tapulikaupunki;4022;513;0.0;6;1995.0;2021;2022;27.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TALORA OY;Yksityinen;750;0,032959936;0,000457188;-0,5
1624;39006;4;21.5.1981 0:00;391 Tapaninvainio;3917;271;0.0;11;0.0;2022;2022;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;RATIO KODIT;Yksityinen;780;0,031688522;0,000421776;-0,5
1626;40014;16;26.8.1994 0:00;401 Siltamäki;4013;201;0.0;1;1982.0;1999;2002;20.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;740;0,029334153;0,007594907;0
1627;54057;3;14.10.2016 0:00;541 Keski-Vuosaari;5412;1450;0.0;21;0.0;2018;2019;0.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;960;0,038147447;0,008984244;-0,25
1628;14481;4;21.3.1997 0:00;140 Taka-Töölö;1405;5500;0.0;88;1996.0;1999;2000;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VANHUSTYÖN KESKUSLIITTO ET AL.;Kaupunki;260;0,052735471;0,002344694;0
1630;45347;8;17.10.1997 0:00;454 Myllypuro;4543;509;0.0;4;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OMATOIMINEN RAK.;Kaupunki;920;0,04036742;0,016449551;3,5
1631;49132;1;6.6.1997 0:00;495 Hevossalmi;4952;1250;0.0;10;1995.0;1999;2000;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;870;0,037550347;-0,001314214;0
1632;49135;1;6.6.1997 0:00;495 Hevossalmi;4952;630;0.0;5;1995.0;1999;2000;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;870;0,037550347;-0,001314214;0
1633;49135;2;6.6.1997 0:00;495 Hevossalmi;4952;323;0.0;2;1995.0;2003;2004;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;870;0,037550347;-0,001314214;3,25
1637;22530;22;26.11.1999 0:00;220 Vallila;2205;560;0.0;5;1995.0;2003;2004;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;ATT;Kaupunki;550;0,058499404;0,017556635;3,25
1641;39138;9;21.11.1997 0:00;391 Tapaninvainio;3912;354;0.0;3;1995.0;1999;2002;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OMATOIMINEN RAK.;Kaupunki;730;0,038910223;0,000421776;0
1643;28148;7;3.6.2014 0:00;284 Patola;2841;1350;0.0;20;0.0;2016;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;LAPTI;Yksityinen;640;0,040286709;0,004846156;0
1644;35023;3;21.5.1999 0:00;351 Paloheinä;3511;3100;0.0;31;1999.0;2001;2003;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Rivitalo;ATT;Kaupunki;670;0,035344065;0,001734751;5,25
