hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;erityisryhmä;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
2771;36118;1;2005-05-27 00:00:00;364 Viikinmäki;3640;1350;0.0;23;2008.0;2015;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;OPTIMIKODIT OY;Kaupunki myy / myynyt;710;3,572011567;76,45817824;0,25
2772;36264;1;2007-06-21 00:00:00;364 Viikinmäki;3640;1400;0.0;27;2006.0;2020;2021;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SUOMEN LAATUASUNNOT OY;Kaupunki;710;3,572011567;76,45817824;-0,25
2774;36264;3;2007-06-21 00:00:00;364 Viikinmäki;3640;1200;0.0;21;2006.0;2020;2021;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SUOMEN LAATUASUNNOT OY;Kaupunki;710;3,572011567;76,45817824;-0,25
2777;40224;1;2015-03-06 00:00:00;401 Siltamäki;4015;160;0;1;2018.0;2019;2020;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;2,93341527;0,759490658;-0,25
2780;40224;2;2015-03-06 00:00:00;401 Siltamäki;4015;180;0;1;2018.0;2021;2022;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki;740;2,93341527;0,759490658;-0,5
2781;38276;2;2007-05-11 00:00:00;382 Ala-Malmi;3821;730;0.0;11;2006.0;2016;2018;12.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;700;3,321011103;1,490791185;0
2782;38092;17;2007-05-11 00:00:00;382 Ala-Malmi;3821;1600;0.0;23;2006.0;2011;2012;6.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ASUNTOSÄÄTIÖ;Kaupunki;700;3,321011103;1,490791185;1,5
2783;38091;4;2007-05-11 00:00:00;382 Ala-Malmi;3821;1300;0.0;21;2006.0;2012;2013;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;NCC RAKENNUS OY;Yksityinen;700;3,321011103;1,490791185;2
2784;38091;14;2007-05-11 00:00:00;382 Ala-Malmi;3821;3400;0.0;80;2006.0;2009;2010;4.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Nuoriso;Kerrostalo;NUORISOSÄÄTIÖ;Yksityinen;700;3,321011103;1,490791185;5
2785;38091;7;2007-05-11 00:00:00;382 Ala-Malmi;3821;3100;0.0;43;2006.0;2009;2010;4.0;Sääntelemätön;Vuokra-asuntoja;Lyhyt korkotuki (elvytys 2008);Ei Hitas;Ei erityisryhmää;Kerrostalo;ICECAPITAL / NCC;Yksityinen;700;3,321011103;1,490791185;5
2787;40224;3;2015-03-06 00:00:00;401 Siltamäki;4015;160;0;1;2018.0;2019;2020;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki;740;2,93341527;0,759490658;-0,25
2792;40224;4;2015-03-06 00:00:00;401 Siltamäki;4015;160;0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;2,93341527;0,759490658;-0,25
2793;39234;22;2011-05-06 00:00:00;392 Tapanila;3923;1063;0.0;9;2011.0;2015;2015;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;AVAIN YHTIÖT;Kaupunki;730;3,891022323;0,568153485;0,25
2794;40222;1;2009-10-09 00:00:00;402 Tapulikaupunki;4024;160;0.0;1;2009.0;2011;2012;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;3,295993573;0,045718833;1,5
2795;40222;2;2009-10-09 00:00:00;402 Tapulikaupunki;4024;160;0.0;1;2009.0;2011;2012;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;3,295993573;0,045718833;1,5
2803;41093;27;1975-09-17 00:00:00;411 Puistola;4112;150;0.0;1;1980.0;1999;2000;20.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Vammaiset;Rivitalo;OMATOIMINEN RAK.;Kaupunki;760;3,333752072;-0,103618172;0
2804;28168;10;1993-12-20 00:00:00;284 Patola;2841;226;0.0;1;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;620;4,355698523;0,48461559;3,5
2805;28168;11;1993-12-20 00:00:00;284 Patola;2841;306;0.0;1;2022.0;2023;2023;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;620;4,355698523;0,48461559;0
2806;45542;1;2004-04-16 00:00:00;454 Myllypuro;4546;4008;0.0;48;2004.0;2010;2012;8.0;Sääntelemätön;Vuokra-asuntoja;Lyhyt korkotuki (elvytys 2008);Ei Hitas;Ei erityisryhmää;Kerrostalo;CITYCON OYJ;Kaupunki myy / myynyt;920;4,03674203;1,644955127;1,25
2807;40224;5;2015-03-06 00:00:00;401 Siltamäki;4015;180;0;1;2018.0;2018;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;2,93341527;0,759490658;-0,25
2810;47232;4;2008-03-14 00:00:00;472 Vesala;4724;5280;0.0;58;2010.0;2012;2013;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;970;2,6411054;-0,200216982;2
2814;42047;33;2015-11-06 00:00:00;420 Kulosaari;4205;2960;0;39;0;2019;2020;0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;570;4,726472016;0,408710197;-0,25
2818;47352;2;2010-06-18 00:00:00;474 Kivikko;4741;4600;0.0;61;2012.0;2014;2015;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Kaupunki;940;3,155295611;1,750256917;0,5
2819;47353;1;2010-06-18 00:00:00;474 Kivikko;4741;3800;450.0;49;2012.0;2013;2014;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Kaupunki;940;3,155295611;1,750256917;0,75
2820;47352;3;2010-06-18 00:00:00;474 Kivikko;4741;2500;0.0;27;2012.0;2016;2017;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Kaupunki;940;3,155295611;1,750256917;0
2821;45585;3;2009-08-07 00:00:00;454 Myllypuro;4546;7853;0.0;105;2010.0;2012;2014;4.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;920;4,03674203;1,644955127;2
2823;47295;3;2009-08-07 00:00:00;475 Kurkimäki;4750;13090;0.0;159;2012.0;2016;2018;6.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;920;4,03674203;-0,031960342;0
2831;22707;1;1984-03-09 00:00:00;220 Vallila;2204;1780;726.0;46;2006.0;2006;2007;1.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Muu erityisryhmä;Kerrostalo;SININAUHASÄÄTIÖ;Yksityinen;510;5,917749131;1,755663545;2,5
2833;49076;14;2004-08-20 00:00:00;491 Yliskylä;4912;2100;0.0;27;2001.0;2006;2007;6.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;870;3,755034666;0,95965144;2,5
2834;41271;7;2003-02-21 00:00:00;411 Puistola;4112;332;0.0;2;2003.0;2003;2003;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;3,25
2835;41271;25;2003-02-21 00:00:00;411 Puistola;4112;160;0.0;1;2003.0;2002;2004;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;3,5
2836;41051;28;2003-02-21 00:00:00;411 Puistola;4112;260;0.0;2;2003.0;2006;2006;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;2,5
2837;41051;26;2003-02-21 00:00:00;411 Puistola;4112;139;0.0;1;2002.0;2002;2003;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;3,5
2838;41051;26;2003-02-21 00:00:00;411 Puistola;4112;86;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;2,25
2839;29123;1;2003-08-08 00:00:00;293 Pohjois-Haaga;2931;1150;0.0;14;2003.0;2005;2006;3.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Vanhukset;Kerrostalo;HAGARO;Yksityinen;400;4,56837598;0,257033001;2,25
2847;43104;5;1946-11-04 00:00:00;431 Länsi-Herttoniemi;4311;220;0.0;3;1980.0;1999;2000;20.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;OMATOIMINEN RAK.;Kaupunki;800;5,128770189;0,327454298;0
2864;33295;1;2004-03-12 00:00:00;333 Malminkartano;3332;1050;0.0;13;2003.0;2007;2007;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;410;3,976958144;0,206733933;3,75
2865;47222;10;2003-05-09 00:00:00;473 Mellunmäki;4731;134;0.0;1;2007.0;2007;2008;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;970;2,6411054;0,588188926;3,75
2866;47222;11;2003-05-09 00:00:00;473 Mellunmäki;4731;150;0.0;1;2007.0;2009;2009;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;970;2,6411054;0,588188926;5
2867;45456;32;2003-05-09 00:00:00;451 Vartioharju;4512;376;0.0;3;2003.0;2003;2004;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;3,25
2869;49124;9;1982-07-30 00:00:00;495 Hevossalmi;4952;357;0.0;2;2003.0;2003;2004;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;870;3,755034666;-0,131421449;3,25
2870;45007;10;2003-11-20 00:00:00;455 Marjaniemi;4550;181;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;2,25
2871;45011;5;2003-11-20 00:00:00;455 Marjaniemi;4550;361;0.0;1;2002.0;2003;2004;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;3,25
2872;39209;23;2003-08-08 00:00:00;392 Tapanila;3923;125;0.0;1;2003.0;2004;2006;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;730;3,891022323;0,568153485;2,25
2873;22396;2;2005-11-11 00:00:00;220 Vallila;2201;3635;0.0;46;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;4,75
2874;22395;1;2005-11-11 00:00:00;220 Vallila;2201;4035;0.0;49;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;2,5
2875;22395;2;2005-11-11 00:00:00;220 Vallila;2201;2700;0.0;44;2005.0;2006;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;2,5
2876;22401;9;2008-04-04 00:00:00;220 Vallila;2201;5220;0.0;100;2008.0;2018;2020;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;-0,25
2877;22401;6;2008-04-04 00:00:00;220 Vallila;2201;5080;30.0;88;2008.0;2018;2019;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;-0,25
2878;22401;8;2008-04-04 00:00:00;220 Vallila;2201;2250;0.0;34;2008.0;2019;2021;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;-0,25
2879;22402;1;2008-04-04 00:00:00;220 Vallila;2201;4200;0.0;48;2008.0;2015;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;0,25
2880;22402;2;2008-04-04 00:00:00;220 Vallila;2201;4050;0.0;46;2008.0;2014;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;0,5
2881;22402;3;2008-04-04 00:00:00;220 Vallila;2201;5450;0.0;63;2014.0;2014;2015;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;0,5
2882;47273;2;2004-11-26 00:00:00;473 Mellunmäki;4731;4325;0.0;53;2005.0;2005;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;A. PALMBERG OY AB;Yksityinen;970;2,6411054;0,588188926;2,25
2883;47273;1;2004-11-26 00:00:00;473 Mellunmäki;4731;2115;0.0;27;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;A. PALMBERG OY AB;Yksityinen;970;2,6411054;0,588188926;2,5
2884;47273;3;2004-11-26 00:00:00;473 Mellunmäki;4731;3695;0.0;45;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;A. PALMBERG OY AB;Yksityinen;970;2,6411054;0,588188926;2,5
2885;35093;2;1999-04-23 00:00:00;351 Paloheinä;3511;1410;0.0;18;1998.0;2000;2001;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;3,5
2886;35093;3;1999-04-23 00:00:00;351 Paloheinä;3511;1450;0.0;14;1999.0;2000;2001;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;3,5
2887;35093;4;1999-04-23 00:00:00;351 Paloheinä;3511;1590;0.0;16;1998.0;2000;2001;3.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;3,5
2888;35093;5;1999-04-23 00:00:00;351 Paloheinä;3511;670;0.0;6;1998.0;2001;2002;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;5,25
2889;35093;6;1999-04-23 00:00:00;351 Paloheinä;3511;740;0.0;9;1998.0;2001;2002;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;5,25
2890;35093;7;1999-04-23 00:00:00;351 Paloheinä;3511;1120;0.0;8;1998.0;2001;2002;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;670;3,534406535;0,173475075;5,25
2891;47278;4;2004-11-26 00:00:00;473 Mellunmäki;4733;720;0.0;6;2007.0;2020;2022;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;RR FALLPAKANTIE 5-9;Kaupunki;970;2,6411054;0,588188926;-0,25
2892;28058;20;2021-04-15 00:00:00;284 Patola;2842;400;0;3;2022.0;2022;2023;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;KIINT.TSTO SKY OY;Kaupunki;640;4,028670904;0,48461559;-0,5
2894;49259;6;2002-10-11 00:00:00;492 Jollas;4923;170;0.0;1;2002.0;2006;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,5
2896;49253;2;2004-01-23 00:00:00;492 Jollas;4923;150;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2897;49253;3;2004-01-23 00:00:00;492 Jollas;4923;150;0.0;1;2002.0;2005;2006;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2898;49253;4;2004-01-23 00:00:00;492 Jollas;4923;150;0.0;1;2002.0;2005;2006;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2899;49253;6;2004-01-23 00:00:00;492 Jollas;4923;137;0.0;1;2002.0;2005;2006;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2900;49254;2;2004-01-23 00:00:00;492 Jollas;4923;150;0.0;1;2002.0;2006;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,5
2901;49254;3;2004-01-23 00:00:00;492 Jollas;4923;150;0.0;1;2002.0;2006;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,5
2902;49254;5;2004-01-23 00:00:00;492 Jollas;4923;130;0.0;1;2002.0;2011;2011;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;1,5
2907;45272;13;2003-10-03 00:00:00;451 Vartioharju;4511;264;0.0;2;2003.0;2004;2007;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;2,25
2908;45446;24;2003-10-03 00:00:00;451 Vartioharju;4512;166;0.0;1;2003.0;2016;2016;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;0
2909;45456;16;2003-10-03 00:00:00;451 Vartioharju;4512;344;0.0;2;2003.0;2004;2008;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;2,25
2910;45462;1;2003-10-03 00:00:00;451 Vartioharju;4512;187;37.0;1;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;2,25
2912;43009;11;2003-01-17 00:00:00;434 Herttoniemenranta;4341;1238;0.0;16;2006.0;2016;2017;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Kaupunki myy / myynyt;810;5,694967673;1,673632082;0
2914;29002;9;2018-12-12 00:00:00;291 Etelä-Haaga;2912;2100;0;32;0;2020;2021;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;320;4,976107362;0,137404862;-0,25
2915;28037;16;1985-10-11 00:00:00;285 Veräjämäki;2851;214;0.0;1;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;MUU RAKENNUTTAJA;Kaupunki myy / myynyt;650;3,730257739;0,184113281;2,25
2917;34021;13;1986-01-17 00:00:00;342 Itä-Pakila;3423;443;0.0;3;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;640;4,028670904;0,067423044;2,25
2918;34021;15;1986-01-17 00:00:00;342 Itä-Pakila;3423;510;0.0;4;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;MUU RAKENNUTTAJA;Kaupunki myy / myynyt;640;4,028670904;0,067423044;2,25
2919;40063;4;1975-05-12 00:00:00;402 Tapulikaupunki;4023;1821;0.0;42;2003.0;2015;2015;12.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Mielenterveyskuntoutujat;Rivitalo;SKANSKA;Kaupunki;750;3,295993573;0,045718833;0,25
2920;49253;7;2004-01-23 00:00:00;492 Jollas;4923;130;0.0;1;2002.0;2005;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2925;40225;1;2015-03-06 00:00:00;401 Siltamäki;4015;1080;0;12;0;2017;2018;0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Rivitalo;KASTELLI-TALOT;Kaupunki;740;2,93341527;0,759490658;0
2926;54201;10;2005-10-14 00:00:00;544 Meri-Rastila;5442;3300;0.0;32;2004.0;2007;2008;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;VVO;Yksityinen;980;4,169115363;-0,081754083;3,75
2927;33056;36;2004-11-12 00:00:00;334 Hakuninmaa;3342;335;0.0;1;2005.0;2016;2016;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;430;4,551224096;-0,565729491;0
2935;30009;18;2010-06-18 00:00:00;301 Vanha Munkkiniemi;3014;600;0;6;0;2022;2022;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;RAKENNUS LANKINEN;Yksityinen;330;4,738314156;0,509022048;-0,5
2936;41261;16;1977-12-29 00:00:00;411 Puistola;4111;348;0.0;4;2002.0;2003;2003;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;-0,103618172;3,25
2937;36110;2;2005-05-27 00:00:00;364 Viikinmäki;3640;180;0.0;1;2005.0;2012;2013;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;710;3,572011567;76,45817824;2
2938;36110;3;2005-05-27 00:00:00;364 Viikinmäki;3640;180;0.0;1;2005.0;2012;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;710;3,572011567;76,45817824;2
2939;36110;4;2005-05-27 00:00:00;364 Viikinmäki;3640;180;0.0;1;2005.0;2011;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;710;3,572011567;76,45817824;1,5
